WellNo,County,CoName,Hole,SideTrck,Completion,Well_Typ,Field,Wl_Status,Well_Nm,town,Prod Form
0,Oswego,Sandy Creek Oil & Gas,02484,00,00,Oil,Sandy Creek,UL,Hollis H Robbins 4,Sandy Creek,Trenton
0,Genesee,"Ansbrow, Joan D.",15848,00,00,Oil,Alden-Lancaster,AC,Ansbrow 1,Darien,Medina
0,Monroe,Churchville Oil & Gas,01825,00,00,Oil,Churchville,UM,Ehrentraut 3,Riga,Medina
0,Cattaraugus,"McCracken, Carl A. III",13291,00,00,OD,Bradford,PA,Goodman 09,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",14552,00,00,Oil,Lakeshore,AC,Hansen 589,Westfield,Medina
0,Chautauqua,"Empire Energy E & P, LLC",14559,00,00,Oil,Lakeshore,AC,Fuchs 596 1,Westfield,Medina
0,Cattaraugus,"East Resources, Inc.",13135,00,00,IW,Bradford,PA,Enterprise Transit St 078,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,"Chautauqua Energy, Inc.",20722,00,00,Oil,Lakeshore,NR,Beers 1,Westfield,Medina
0,Erie,Iroquois Gas Corp.,03627,00,00,Oil,Orchard Park-Hamburg,PA,Schmidt George IGC-23,Hamburg,Medina
0,Erie,"Flint Oil & Gas, Inc.",15437,00,00,NL,Not Applicable,EX,"Renaldo, P. A. 1",Brant,Not Applicable
0,Cattaraugus,Test Oil Co.,07360,00,00,OD,Red House,UM,Allegany State Park 60,Red House,Chipmunk
0,Cattaraugus,"McCracken Oil & Gas, LLC",11375,00,00,OD,Bradford,PA,Clark 2,Carrollton,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,Unknown,02689,00,00,Oil,Lakeshore,UN,Blodgett,Charlotte,Upper Devonian
0,Wyoming,Lenape Resources LLC,13992,00,00,Oil,Danley Corners,AC,Moran 1,Bennington,Medina
0,Erie,PPP Future Development Inc.,06903,00,00,Oil,Lakeview,AC,Lischer 1,Hamburg,Medina
0,Onondaga,Baldwinsville Light & Heat,00805,00,00,GW,Baldwinsville,UM,Monroe 1,Lysander,Trenton
0,Allegany,Moose Oil Co.,62195,00,00,IW,Richburg,PA,Bradensbrook 031,Bolivar,Waugh & Porter
0,Allegany,PPP Future Development Inc.,22490,00,00,OD,Fulmer Valley,AC,"Dean, J 4",Andover,Fulmer Valley
0,Allegany,"Alma Gas Company, Inc.",60362,00,00,Oil,Sharon,AC,E G & F (Wyvell) 2127,Alma,Upper Devonian
0,Chautauqua,"Curtis & Son Oil, Inc.",05314,00,00,OD,Busti,AC,Anderson Ben 4,Busti,Glade
0,Cattaraugus,BDH Oil Inc.,64939,00,00,OD,Bradford,UL,James Lease 36,Olean,Bradford Third
0,Cattaraugus,Unknown,07452,00,00,Oil,Rice Brook,UN,Allegany State Park 152,Carrollton,Rice Brook
0,Chautauqua,"Empire Energy E & P, LLC",19813,00,00,Oil,Lakeshore,AC,Bellardo 800,Gerry,Medina
0,Cayuga,Minard Run Oil Company,21721,00,00,Oil,West Auburn,AC,Downing 1122-10,Springport,Queenston
0,Chautauqua,"Empire Energy E & P, LLC",11137,00,00,Oil,Lakeshore,AC,Seeley 195,Ripley,Medina
0,Genesee,United States Gypsum Company,19695,00,00,Oil,Indian Falls,PA,Breckenridge 1A,Alabama,Medina
0,Cayuga,Minard Run Oil Company,20626,00,00,Oil,West Auburn,AC,Delaney Wm 1 (1058-1),Fleming,Queenston
0,Cattaraugus,"Gilray, Thomas A.",66943,00,00,OD,Four Mile,NR,Wenog 6,Allegany,Bradford Third
0,Chautauqua,PPP Future Development Inc.,17242,00,00,Oil,Lakeshore,AC,Newcomb 1,Cherry Creek,Medina
0,Steuben,Penn York Natural Gas,00288,00,00,DW,Not Applicable,UM,Joyce 1,West Union,Not Applicable
0,Chautauqua,"Stedman Energy, Inc.",14392,00,00,Oil,Lakeshore,AC,Warnshius 3123,Mina,Medina
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,67763,00,00,OD,Four Mile,IN,Oak Hill 9,Allegany,Bradford
0,Erie,"Weil Resources, Inc.",14258,00,00,Oil,Buffalo Creek,AC,Ells 2,Marilla,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",19288,00,00,Oil,Lakeshore,AC,"Raber, A 1",Conewango,Medina
0,Oswego,Pulaski Gas & Oil,02507,00,00,Oil,Pulaski,PA,Bamburg James 0,Richland,Trenton
0,Wyoming,"Kingsley, Craig",17295,00,00,Oil,Leicester,AC,"Kinsley, E 1",Covington,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",62238,00,00,OD,Richburg,AC,Kinley Oil Farm 9,Genesee,Richburg
0,Chautauqua,Not Applicable,02054,00,00,NL,Lakeshore,VP,Voided Permit,Hanover,Medina
0,Genesee,"Reserve Gas Company, Inc.",12848,00,00,Oil,Alden-Lancaster,AC,Schiller 1,Darien,Medina
0,Allegany,"Plants and Goodwin, Inc.",66107,00,00,OD,Richburg,PA,Nelson 13,Wirt,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12935,00,00,Oil,Lakeshore,AC,Quagliano 1 A,Westfield,Medina
0,Chautauqua,PPP Future Development Inc.,22123,00,00,Oil,Lakeshore,AC,"Nickerson, J 1",Chautauqua,Medina
0,Allegany,"Tjhung, Frank T.",69957,00,00,OD,Fulmer Valley,UL,GPS 1121,Wellsville,Not Applicable
0,Allegany,"Plants and Goodwin, Inc.",66024,00,00,NL,Richburg,VP,McAllister 8,Wirt,Not Applicable
0,Allegany,Collins Oil Co.,67669,00,00,OD,Richburg,IN,Coats 12,Wirt,Richburg
0,Allegany,"Lane Oil Company, LLC",66218,00,00,OD,Ford's Brook,IN,Fassett 09,Alma,Richburg
0,Cattaraugus,SWEPI LP,12964,00,00,OD,Bradford,CO,Enterprise Transit St 144,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,"Empire Energy E & P, LLC",11961,00,00,Oil,Lakeshore,AC,Sly 1266,Pomfret,Medina
0,Chautauqua,"Empire Energy E & P, LLC",18042,00,00,Oil,Lakeshore,AC,"Anderson,E 2",Poland,Medina
0,Wyoming,Lenape Resources LLC,13996,00,00,Oil,Leicester,AC,Oneil 29,Covington,Medina
0,Allegany,Moose Oil Co.,61094,00,00,OD,Richburg,PA,Tullar 014,Bolivar,Waugh & Porter
0,Chautauqua,"Universal Resources Holdings, Inc.",17924,00,00,Oil,Lakeshore,IN,"Walczak, F 1",Gerry,Medina
0,Cattaraugus,Hidden Heart Stables LLC,69105,00,00,OD,Four Mile,PA,Carls 15,Allegany,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",12385,00,00,Oil,Lakeshore,AC,McAvoy 475,Arkwright,Medina
0,Chautauqua,"Nucomer Energy, LLC",21134,00,00,Oil,Lakeshore,AC,"Weber, B 6850",Cherry Creek,Medina
0,Allegany,"Burdick, Jeffery H",66487,00,00,OD,Fulmer Valley,AC,Ackerman 6,Andover,Fulmer Valley
0,Chautauqua,"Empire Energy E & P, LLC",14381,00,00,Oil,Lakeshore,AC,Morrison 6656,Busti,Medina
0,Erie,"Zukowski, Eve",22352,00,00,Oil,Concord,AC,"Zukowski, E 1",Concord,Medina
0,Cattaraugus,M. J. McCaffery Oil Co.,66405,00,00,OD,Chipmunk,NR,Hill 7,Carrollton,Chipmunk
0,Allegany,"Plants and Goodwin, Inc.",60848,00,00,OD,Richburg,PA,Green 215,Bolivar,Richburg
0,Allegany,"C.O.G. Development & Resources, Inc.",65332,00,00,OD,Richburg,IN,Meadowbank mt32,Bolivar,Richburg
0,Allegany,Pine Oil Co.,65667,00,00,OD,Richburg,AC,Pine Oil 12,Genesee,Richburg
0,Chautauqua,PPP Future Development Inc.,12196,00,00,Oil,Lakeshore,AC,"Maring, S 1",North Harmony,Medina
0,Chautauqua,"P&H Gas, LLC",16688,00,00,Oil,Lakeshore,AC,Hopkins-Carl 1,Sheridan,Medina
0,Allegany,"Hewitt Oil, LLC",62369,00,00,OD,Richburg,IN,Cowles 5,Bolivar,Richburg
0,Cattaraugus,France Brook,07415,00,00,Oil,Allegany State Park,UN,Allegany State Park 115,Red House,Not Applicable
0,Chautauqua,PPP Future Development Inc.,15749,00,00,Oil,Lakeshore,AC,Rice NY 47,Cherry Creek,Medina
0,Wyoming,Alden Batavia Natural Gas Co.,01843,00,00,Oil,Pavilion,UM,Murphy J B 1,Covington,Medina
0,Chautauqua,"Empire Energy E & P, LLC",16483,00,00,Oil,Lakeshore,AC,Endress 624,Sherman,Medina
0,Cattaraugus,"Peck, Horace G. Jr. & Ellen M.",63974,00,00,OD,Four Mile,PA,Lucco No 1-L,Allegany,Bradford Third
0,Cattaraugus,Lee Gas Co.,02210,00,00,Oil,Lakeshore,UM,None Specified,Otto,Medina
0,Cattaraugus,Cal Ban Corp.,08608,00,00,OD,Five Mile,NR,Cash Kinley 10,Allegany,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",11112,00,00,Oil,Lakeshore,AC,Ymca 523,Stockton,Medina
0,Chautauqua,PPP Future Development Inc.,15968,00,00,Oil,Lakeshore,AC,Skinner G 1,Carroll,Medina
0,Chautauqua,"Empire Energy E & P, LLC",12614,00,00,Oil,Lakeshore,AC,Kingsmith 528,Stockton,Medina
0,Chautauqua,"Empire Energy E & P, LLC",12945,00,00,GW,Lakeshore,AC,Simmental 6660,Busti,Medina
0,Allegany,"Plants and Goodwin, Inc.",60846,00,00,OD,Richburg,PA,Green 213,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",11113,00,00,Oil,Lakeshore,AC,Conti Bros 1193,Arkwright,Medina
0,Chautauqua,PPP Future Development Inc.,23395,00,00,Oil,Lakeshore,AC,Eckman 3,Carroll,Medina
0,Genesee,PPP Future Development Inc.,17325,00,00,Oil,Alden-Lancaster,AC,Darien Lake State Park 15,Darien,Medina
0,Genesee,PPP Future Development Inc.,17325,00,00,Oil,Alden-Lancaster,AC,Darien Lake State Park 15,Darien,Medina
0,Genesee,"Atherton Farms, LLC",13847,00,00,Oil,Huron Creek,PA,Kern 1,Batavia,Medina
0,Chautauqua,"Empire Energy E & P, LLC",15204,00,00,Oil,Lakeshore,AC,"Hittle, D 2",Westfield,Medina
0,Wyoming,United States Gypsum Company,67339,00,00,Oil,Danley Corners,AC,Kriger 1,Bennington,Medina
0,Chautauqua,"Empire Energy E & P, LLC",18226,00,00,Oil,Gerry-Charlotte,AC,"Edson, G 754",Gerry,Onondaga
0,Erie,Frontier Central School District,19119,00,00,Oil,Orchard Park-Hamburg,AC,Frontier Cen. School 1,Hamburg,Medina
0,Wyoming,PPP Future Development Inc.,03867,00,00,Oil,Chaffee-Arcade,AC,Enos Miller Fee 2,Arcade,Medina
0,Genesee,United States Gypsum Company,17554,00,00,Oil,Huron Creek,AC,Defedericis 1,Darien,Medina
0,Erie,Iroquois Gas Corp.,03648,00,00,Oil,Orchard Park-Hamburg,PA,Heiser Mary K 1,Hamburg,Medina
0,Steuben,NYS Natural Gas Corp.,00104,00,00,DW,Not Applicable,UM,Hubbard 125,Cameron,Not Applicable
0,Allegany,PPP Future Development Inc.,22712,00,00,OD,Fulmer Valley,AC,"McAndrew, R Est 2a",Andover,Penny & Fulmer Valley
0,Steuben,Belmont Quadrangle Drilling,00119,00,00,DW,Not Applicable,UM,Murray 1,Greenwood,Not Applicable
0,Chautauqua,PPP Future Development Inc.,12013,00,00,Oil,Lakeshore,AC,Frye 1,North Harmony,Medina
0,Chautauqua,"Empire Energy E & P, LLC",14544,00,00,Oil,Lakeshore,AC,Dudley 562,Chautauqua,Medina
0,Chautauqua,PPP Future Development Inc.,20280,00,00,Oil,Lakeshore,AC,Cederquist 2,Busti,Medina
0,Cattaraugus,SWEPI LP,12732,00,00,IW,Bradford,PA,Enterprise Transit St 058,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Cattaraugus,M. J. McCaffery Oil Co.,67343,00,00,OD,Chipmunk,NR,Sue 21,Carrollton,Chipmunk
0,Cattaraugus,"East Resources, Inc.",12328,00,00,IW,Bradford,PA,Enterprise Transit St 017,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,PPP Future Development Inc.,23438,00,00,Oil,Lakeshore,AC,Gage 2,Carroll,Medina
0,Cattaraugus,Cal Ban Corp.,07626,00,00,OD,Five Mile,NR,Cash-Kinley 2,Allegany,Bradford
0,Steuben,"Sam Koehler Enterprises, Inc.",60688,00,00,OD,Beech Hill-Independence,AC,Allen W19,West Union,Fulmer Valley
0,Allegany,"Plants and Goodwin, Inc.",62279,00,00,OD,Richburg,PA,Green 188,Bolivar,Richburg
0,Allegany,"Collins, Dave",63991,00,00,OD,Richburg,IN,Vincent 158,Scio,Richburg
0,Chautauqua,PPP Future Development Inc.,19374,00,00,GW,Gerry-Charlotte,IN,Forbes Unit 5,Gerry,Onondaga
0,Yates,"Loomis, T.B.",02597,00,00,DH,Rushville,UM,Loomis 2,Potter,Not Applicable
0,Genesee,United States Gypsum Company,19699,00,00,Oil,Indian Falls,AC,Scroger 1a,Alabama,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",66906,00,00,OD,Richburg,AC,Peckham 2,Genesee,Richburg
0,Wyoming,United States Gypsum Company,17601,00,00,Oil,Danley Corners,AC,Conrad 1,Bennington,Medina
0,Erie,Seneca Nation of Indians,66440,00,00,Oil,Lakeshore,UN,Ecls 1670-I,Collins,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",17606,00,00,Oil,Lakeshore,AC,"Miller, J 1",Conewango,Medina
0,Cattaraugus,BDH Oil Inc.,65084,00,00,OD,Chipmunk,PA,Nichols Run Go-4,Allegany,Chipmunk & Bradford 2nd
0,Allegany,"Taylor, Ricky L.",68047,00,00,OD,Fulmer Valley,PA,Ewell 20,Wellsville,Fulmer Valley
0,Livingston,Lenape Resources LLC,17306,00,00,Oil,Uhley Corners-Caledonia,AC,Scott 103,York,Medina
0,Allegany,"Hogan Energy, Inc.",69790,00,00,IW,Clarksville,PA,Burger 42,Clarksville,Not Applicable
0,Cattaraugus,SWEPI LP,12253,00,00,OD,Bradford,PA,Enterprise Transit St 100,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Allegany,"Sam Koehler Enterprises, Inc.",13735,00,00,OW,Richburg,IN,"Fords Brook,Lot 65 9",Alma,Richburg
0,Chautauqua,"Curtis & Son Oil, Inc.",07604,00,00,OD,Busti,AC,"Muntz, G. And N. 9",Busti,Glade
0,Erie,Iroquois Gas Corp.,68578,00,00,Oil,Not Applicable,PA,"Schmitz, M 1",Collins,Onondaga
0,Allegany,Piedmont Resources Corporation,65161,00,00,OD,Ford's Brook,IN,Quaker q33,Alma,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",11423,00,00,Oil,Lakeshore,AC,Jusko S. 1210 1,Pomfret,Medina
0,Erie,"Pefley Oil & Gas, Inc.",17652,00,00,Oil,Orchard Park-Hamburg,IN,Bauer 1,Orchard Park,Medina
0,Wyoming,United States Gypsum Company,16076,00,00,Oil,Sheldon,AC,"Bartz, E. 1",Sheldon,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",65902,00,00,OD,Richburg,IN,A&F Oil Co. 67,Genesee,Richburg
0,Chautauqua,"Chautauqua Energy, Inc.",21216,00,00,Oil,Lakeshore,NR,Busch 1,Westfield,Medina
0,Erie,"Stedman Energy, Inc.",20319,00,00,Oil,Brant-Eden,IN,Mancuso 1,Brant,Medina
0,Erie,"Empire Energy E & P, LLC",19222,00,00,Oil,Sardinia,AC,"Tuczapski, J 1",Sardinia,Medina
0,Chautauqua,"Curtis & Son Oil, Inc.",06470,00,00,OD,Busti,AC,Lawrence Crandall 6,Busti,Glade
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,67760,00,00,OD,Four Mile,AC,Oak Hill 4,Allegany,Bradford
0,Cattaraugus,"McCracken, Carl A. III",13295,00,00,OD,Bradford,PA,Goodman 017,Carrollton,Chipmunk
0,Schuyler,Southwestern Development Co.,00518,00,00,DW,Not Applicable,UL,Shearer 1,Montour,Not Applicable
0,Steuben,"Chesapeake Appalachia, LLC",21692,00,00,GE,Glodes Corners Road,PA,Pizura 623143,Pulteney,Black River
0,Erie,"Stiegler, Daniel M.",60796,00,00,Oil,Buffalo,IN,Stiegler 1,Cheektowaga,Medina
0,Cattaraugus,BDH Oil Inc.,64988,00,00,OD,Chipmunk,UM,Nichols Run Do-8,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Curtis & Son Oil, Inc.",09523,00,00,OD,Busti,AC,Hanson 11,Busti,Glade
0,Ontario,NYS Natural Gas Corp.,00896,00,00,DH,Geneva,UL,Waterman Ed 0,Phelps,Not Applicable
0,Wyoming,Lenape Resources LLC,17618,00,00,Oil,Leicester,AC,"Good, H 113",Perry,Medina
0,Cattaraugus,PPP Future Development Inc.,20720,00,00,Oil,Chaffee-Arcade,AC,Kester Sprague Unit 1,Yorkshire,Medina
0,Cattaraugus,BDH Oil Inc.,64964,00,00,IW,Chipmunk,PA,Nichols Run Bw-6,Allegany,Chipmunk & Bradford 2nd
0,Cattaraugus,"Vangorder, E & A",17194,00,00,OD,Not Applicable,UL,Van Gorder 1,Farmersville,Not Applicable
0,Chemung,"Repsol Oil & Gas USA, LLC",22831,00,00,GW,Quackenbush Hill,AC,Lovell 1323,Big Flats,Black River
0,Cattaraugus,"Empire Energy E & P, LLC",17056,00,00,Oil,Ellicotville,AC,"Ruhlen, E 1",Ellicottville,Medina
0,Chautauqua,PPP Future Development Inc.,18009,00,00,Oil,Lakeshore,IN,Hotchkiss 1,Ellington,Grimsby
0,Allegany,"C.O.G. Development & Resources, Inc.",65290,00,00,OD,Richburg,IN,Meadowbank mc1,Bolivar,Richburg
0,Cattaraugus,Cal Ban Corp.,05533,00,00,OD,Five Mile,NR,Tyler 3,Allegany,Bradford
0,Chautauqua,PPP Future Development Inc.,16546,00,00,Oil,Lakeshore,AC,Sitterly Unit 1,Busti,Grimsby
0,Erie,Iroquois Gas Corp.,01746,00,00,Oil,Not Applicable,PA,Shippy,Concord,Medina
0,Cattaraugus,Cal Ban Corp.,18921,00,00,OD,Five Mile,NR,Cal Ban Cb34,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,"Empire Energy E & P, LLC",15890,00,00,Oil,Lakeshore,AC,"Nixon,A 4",Westfield,Medina
0,Erie,"Cline Oil, Inc.",17999,00,00,Oil,Orchard Park-Hamburg,AC,Erie County Fair Gro,Hamburg,Medina
0,Genesee,Lenape Resources LLC,19529,00,00,Oil,Bethany,AC,D&D Farms 2,Bethany,Medina
0,Cayuga,"OI Auburn, Inc.",11590,00,00,Oil,West Auburn,AC,Doody 4,Fleming,Queenston
0,Chautauqua,"Empire Energy E & P, LLC",11552,00,00,Oil,Lakeshore,AC,Town of Sheridan 1242,Sheridan,Unknown
0,Cattaraugus,"Empire Energy E & P, LLC",21919,00,00,Oil,Lakeshore,AC,Bromley-Lux 1242,Leon,Medina
0,Cayuga,"F & G Exploration, LLC",20436,00,00,Oil,West Auburn,AC,Bacon 1,Aurelius,Queenston
0,Chautauqua,PPP Future Development Inc.,18354,00,00,Oil,Lakeshore,IN,Wilson Unit 1,Carroll,Medina
0,Erie,"Weil Resources, Inc.",12970,00,00,Oil,Concord,AC,"Emerling, H J 1-1462",Concord,Grimsby
0,Allegany,Piedmont Resources Corporation,65195,00,00,OD,Ford's Brook,IN,Quaker q78,Alma,Richburg
0,Chautauqua,PPP Future Development Inc.,22385,00,00,Oil,Lakeshore,AC,Bengtson 1,Kiantone,Medina
0,Cattaraugus,M. J. McCaffery Oil Co.,66413,00,00,OD,Chipmunk,NR,Hill 15,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",18151,00,00,Oil,Lakeshore,AC,Griswold 717,Mina,Medina
0,Cattaraugus,"McCracken Oil & Gas, LLC",11845,00,00,OD,Bradford,AC,Clark W-31,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Cattaraugus,"Bucher, Charles J",60553,00,00,OD,Four Mile,PA,Bucher & Johnson Fee 2,Allegany,Bradford
0,Allegany,Moon Dog Hunting Camp Inc,12466,00,00,OD,Beech Hill-Independence,AC,1 Givens 1,Independence,Fulmer Valley
0,Erie,"Schupp, David and Barbara",04530,00,00,Oil,Sardinia,AC,Lascala 1218 (IGC 2336),Sardinia,Medina
0,Chautauqua,"Republic Light, Heat & Power",01523,00,00,Oil,Lakeshore,UM,Beebe 1,Arkwright,Medina
0,Chautauqua,"Empire Energy E & P, LLC",16050,00,00,Oil,Lakeshore,AC,Zahm/Fredrickson,Gerry,Medina
0,Allegany,"Collins, Dave",66142,00,00,OD,Richburg,IN,Vincent 7,Scio,Richburg
0,Allegany,"Collins, Dave",67712,00,00,IW,Richburg,IN,Vincent 0143,Scio,Richburg
0,Cattaraugus,"Copper Ridge Oil, Inc.",05203,00,00,OD,Five Mile,PA,Harrington 2,Olean,Bradford Third
0,Cattaraugus,Frank H. Stephan Oil Group,15358,00,00,OD,Bradford,PA,338 Geiger,Allegany,Bradford
0,Wyoming,United States Gypsum Company,21117,00,00,Oil,Danley Corners,AC,"Rudolph, D. 2",Bennington,Medina
0,Erie,Iroquois Gas Corp.,03581,00,00,GW,West Seneca,PA,Willett Samuel 1,Orchard Park,Medina
0,Cattaraugus,"Stedman Energy, Inc.",16838,00,00,Oil,Lakeshore,AC,Waite 1,Randolph,Medina
0,Chautauqua,"Stedman Energy, Inc.",18940,00,00,Oil,Lakeshore,AC,"Sweeney, W. Sr. 3",Busti,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",17794,00,00,Oil,Lakeshore,AC,Van Etten L 1,Persia,Medina
0,Cattaraugus,Mark T. Kellner Oil Co.,66604,00,00,OD,Bradford,AC,Kellner t2,Olean,Bradford Third
0,Allegany,"Plants and Goodwin, Inc.",60871,00,00,OD,Richburg,PA,Green 240,Bolivar,Richburg
0,Cattaraugus,"Copper Ridge Oil, Inc.",05396,00,00,OD,Five Mile,PA,Lunn Stopfel & Place L15,Olean,Bradford
0,Chautauqua,PPP Future Development Inc.,16051,00,00,Oil,Lakeshore,AC,Tompsett 2,Gerry,Medina
0,Erie,"Wilson, David & Nancy",16680,00,00,Oil,Brant-Eden,AC,Blasz 1,Brant,Medina
0,Oswego,Pulaski Gas & Oil,02540,00,00,Oil,Pulaski,UL,NY Defense Reloc Corp,Richland,Trenton
0,Chautauqua,"Cotton Well Drilling Company, Inc.",12228,00,00,Oil,Lakeshore,AC,Dix 1,Hanover,Medina
0,Chautauqua,"Empire Energy E & P, LLC",10705,00,00,Oil,Lakeshore,AC,Meeder 183,Ripley,Medina
0,Allegany,PPP Future Development Inc.,17109,00,00,OD,Fulmer Valley,AC,Tullar-Fanton 1,Wellsville,Fulmer Valley
0,Genesee,United States Gypsum Company,20687,00,00,GE,Indian Falls,AC,U S Gypsum Co 2,Oakfield,Medina
0,Cattaraugus,VII F OGM Productions L.L.C.,62840,00,00,OD,Bradford,SI,Rumsey So 98,Allegany,Bradford
0,Wyoming,Unknown,68575,00,00,Oil,Not Applicable,UL,"Radley, F 1",Gainesville,Not Applicable
0,Allegany,Pennzoil Products Co.,69651,00,00,OD,Richburg,PA,Ballard 106,Bolivar,Not Applicable
0,Cayuga,"OI Auburn, Inc.",13553,00,00,GW,West Auburn,AC,Pollard A1098,Aurelius,Queenston
0,Chautauqua,Dickenson & Dougherty,01499,00,00,Oil,Lakeshore,UM,Taylor 1,Hanover,Medina
0,Allegany,"Schiralli, Bradley L. and Paffie, Ronald",15444,00,00,OD,Richburg,PA,Hoyt 6,Bolivar,Richburg
0,Cattaraugus,"Uhl, Robert",61052,00,00,OD,Four Mile,AC,Cook 7,Allegany,Bradford
0,Cattaraugus,"Preferred Products, Inc",65550,00,00,OD,Chipmunk,PA,Mahaney 09,Carrollton,Chipmunk
0,Wyoming,Farm Energy Trust,15219,00,00,GW,Castile,IN,Mehlenbacher 1,Genesee Falls,Whirlpool
0,Livingston,Crown Oil,00820,00,00,GW,Not Applicable,UL,Northanberg Knappenburg 2,West Sparta,Onondaga
0,Madison,Minard Run Oil Company,21700,00,00,GW,Bradley Brook,AC,Warren 1,Lebanon,Oneida-Oswego
0,Cattaraugus,"Empire Energy E & P, LLC",11706,00,00,Oil,Utley Brook,AC,Nannen Zoar 5 1161,East Otto,Medina
0,Cattaraugus,Cal Ban Corp.,19904,00,00,OD,Five Mile,NR,Munson Cbm5,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Allegany,Choudhury Oil & Gas Mining Corp,66664,00,00,OD,Richburg,IN,Cass 12,Wirt,Richburg
0,Allegany,Choudhury Oil & Gas Mining Corp,66664,00,00,OD,Richburg,IN,Cass 12,Wirt,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12710,00,00,Oil,Lakeshore,AC,Issler 1,Westfield,Medina
0,Allegany,"Collins, Dave",66047,00,00,OD,Richburg,IN,Harder 83,Scio,Richburg
0,Steuben,Eastern States Gas,09359,00,00,DW,Not Applicable,UL,Magin 1,Dansville,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",18568,00,00,Oil,Lakeshore,AC,Thorpe 675,Ripley,Medina
0,Chautauqua,"Empire Energy E & P, LLC",18568,00,00,Oil,Lakeshore,AC,Thorpe 675,Ripley,Medina
0,Allegany,"Smith, Ronald L.",12034,00,00,OD,Richburg,IN,34 Swarthout,Genesee,Richburg
0,Chautauqua,"Stedman Energy, Inc.",18083,00,00,Oil,Lakeshore,AC,NYSRA 8-1581,Harmony,Grimsby
0,Chautauqua,"Stedman Energy, Inc.",18083,00,00,Oil,Lakeshore,AC,NYSRA 8-1581,Harmony,Grimsby
0,Steuben,"Lee Oil Company, Inc.",61561,00,00,NL,Not Applicable,PA,Barney 345,West Union,Not Applicable
0,Chautauqua,"Johnson, Mark & Troy",65852,00,00,OD,Busti,PA,Evinczik M 1,Busti,Glade
0,Allegany,"Crist, L. Avon",66677,00,00,OD,Richburg,IN,Crist 2,Scio,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",13757,00,00,Oil,Lakeshore,AC,Betram 549,Chautauqua,Medina
0,Chautauqua,"Empire Energy E & P, LLC",20778,00,00,Oil,Lakeshore,AC,"Dolan, J 1",North Harmony,Medina
0,Cattaraugus,Iroquois Gas Corp.,13400,00,00,OD,Not Applicable,IN,Kenworth,Dayton,Not Applicable
0,Chautauqua,"Brown, William G. III",12842,00,00,Oil,Lakeshore,AC,Thorpe 1,Westfield,Medina
0,Chautauqua,"Chautauqua Energy, Inc.",20167,00,00,Oil,Lakeshore,NR,Riedeseld 4,Westfield,Medina
0,Cattaraugus,"Vanscoy, James S Vanscoy, Regina M",17284,00,00,OD,Chipmunk,AC,Vanscoy 3,Carrollton,"Chipmunk, Bradford 1st & 2nd"
0,Cattaraugus,Carey Oil,69317,00,00,OD,Not Applicable,UN,Carey 294(G),Allegany,Not Applicable
0,Erie,"Fitzpatrick, Stephen",20232,00,00,Oil,Brant-Eden,AC,Phillips 3,Evans,Medina
0,Erie,Unknown,03825,00,00,Oil,Tonawanda,UM,2,Amherst,Medina
0,Ontario,Ontario Gas,02216,00,00,Oil,West Bloomfield,UN,Denby M M 2,East Bloomfield,Medina
0,Allegany,"Clark, Ernest E. and Richard C.",65566,00,00,OD,Ford's Brook,IN,Hunt 13,Alma,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",14632,00,00,Oil,Lakeshore,AC,"Hendrickson, G. No.1",Westfield,Medina
0,Oswego,New York State,02559,00,00,Oil,Pulaski,PA,Letts Fred 0 (#65),Richland,Not Applicable
0,Oswego,New York State,02559,00,00,Oil,Pulaski,PA,Letts Fred 0 (#65),Richland,Not Applicable
